freq	demod_Phase0	demod_Magnitude0
1.038100000000000023e+01	9.457316308385501635e-01	1.674975444519782516e-03
1.038199999999999967e+01	1.258086547204074979e+00	1.659137320410915013e-03
1.038299999999999912e+01	1.602823470223911251e+00	1.620674756073980450e-03
1.038400000000000034e+01	1.903205588396871262e+00	1.646522347278129954e-03
1.038499999999999979e+01	2.224402791014595593e+00	1.611668097267556117e-03
1.038599999999999923e+01	2.547635044050462483e+00	1.617740014404491378e-03
1.038700000000000045e+01	2.881260760277160493e+00	1.617118444274262415e-03
1.038799999999999990e+01	-3.061204363604496326e+00	1.570149761616568924e-03
1.038899999999999935e+01	-2.724177857643670819e+00	1.601318112153148543e-03
1.039000000000000057e+01	-2.397086550287081508e+00	1.599331012209299603e-03
1.039100000000000001e+01	-2.095536532778535133e+00	1.606166898907695042e-03
1.039199999999999946e+01	-1.759134107798628444e+00	1.607788963160641056e-03
1.039300000000000068e+01	-1.443518174277242716e+00	1.585787733698107872e-03
1.039400000000000013e+01	-1.121749006833112405e+00	1.610079612180955388e-03
1.039499999999999957e+01	-8.124931128434694783e-01	1.618026085190994940e-03
1.039600000000000080e+01	-5.049221744592715666e-01	1.592807678361346383e-03
1.039700000000000024e+01	-2.162580806523058397e-01	1.609436957182767839e-03
1.039799999999999969e+01	1.139465283520181837e-01	1.586090192104270494e-03
1.039900000000000091e+01	4.099171594579583133e-01	1.619672972201368841e-03
1.040000000000000036e+01	7.430261988804587325e-01	1.603896102561795916e-03
1.040099999999999980e+01	1.050781697258042602e+00	1.586952833134891785e-03
1.040199999999999925e+01	1.335397785207646404e+00	1.570137896214787807e-03
1.040300000000000047e+01	1.669689226644453184e+00	1.536233085247926903e-03
1.040399999999999991e+01	1.964600915918049306e+00	1.554142281334797366e-03
1.040499999999999936e+01	2.283012699783992794e+00	1.520816847126322570e-03
1.040600000000000058e+01	2.634904672453695085e+00	1.510617772428395891e-03
1.040700000000000003e+01	2.941400350460833035e+00	1.460498080372647084e-03
1.040799999999999947e+01	-2.998850891330393065e+00	1.491008536002764789e-03
1.040900000000000070e+01	-2.655076864722098140e+00	1.423555003674027404e-03
1.041000000000000014e+01	-2.302741040787194216e+00	1.443829999336201670e-03
1.041099999999999959e+01	-1.985607752183962349e+00	1.451466906506425044e-03
1.041200000000000081e+01	-1.627182002977020980e+00	1.446473651673691775e-03
1.041300000000000026e+01	-1.304698020350796961e+00	1.404097812462543624e-03
1.041399999999999970e+01	-9.503547561640296459e-01	1.417990821956836628e-03
1.041499999999999915e+01	-6.302727952068478690e-01	1.438430448428368313e-03
1.041600000000000037e+01	-3.026299392723852955e-01	1.436952050953155128e-03
1.041699999999999982e+01	1.967127603838198652e-02	1.423021536047660695e-03
1.041799999999999926e+01	3.377016015054928877e-01	1.394291115640373989e-03
1.041900000000000048e+01	6.945212228954936728e-01	1.363603722052468938e-03
1.041999999999999993e+01	9.868596406886869232e-01	1.320769170523963722e-03
1.042099999999999937e+01	1.308606798326860554e+00	1.276464469828011506e-03
1.042200000000000060e+01	1.625370294908726976e+00	1.289054661874181745e-03
1.042300000000000004e+01	1.924072700481880061e+00	1.213310748471514364e-03
1.042399999999999949e+01	2.270073424022611697e+00	1.188949445515441938e-03
1.042500000000000071e+01	2.571237099680113491e+00	1.099200697110186246e-03
1.042600000000000016e+01	2.876988917123779910e+00	1.061750510924147801e-03
1.042699999999999960e+01	-3.072286876895546914e+00	9.824244887170318751e-04
1.042800000000000082e+01	-2.700539193943365390e+00	9.624388975333399978e-04
1.042900000000000027e+01	-2.343035761712049414e+00	9.012547444323854061e-04
1.042999999999999972e+01	-2.056019230240767826e+00	8.522335112767931301e-04
1.043099999999999916e+01	-1.679777655587963103e+00	8.446587911552502293e-04
1.043200000000000038e+01	-1.352421736086345305e+00	8.173172419374097981e-04
1.043299999999999983e+01	-9.866676532222568019e-01	7.568638043604485619e-04
1.043399999999999928e+01	-6.975997589743982985e-01	7.430103824635636437e-04
1.043500000000000050e+01	-3.136582723827955332e-01	7.067930164263129403e-04
1.043599999999999994e+01	-4.665209254862910659e-02	6.848670306492502012e-04
1.043699999999999939e+01	2.810097188454458994e-01	6.708415199411692578e-04
1.043800000000000061e+01	5.952244892427343004e-01	6.651940943494351940e-04
1.043900000000000006e+01	9.317742662313129864e-01	6.504303936766829596e-04
1.043999999999999950e+01	1.252817079862414307e+00	6.146689010185521582e-04
1.044100000000000072e+01	1.507256596653478553e+00	5.959118040796314037e-04
1.044200000000000017e+01	1.806797131565615500e+00	5.609082907179243878e-04
1.044299999999999962e+01	2.099138941383981383e+00	5.155103456380234674e-04
1.044400000000000084e+01	2.340826288786753473e+00	4.833210707213890750e-04
1.044500000000000028e+01	2.589935425939752456e+00	4.095769344715445071e-04
1.044599999999999973e+01	2.952118043879766507e+00	3.754850836289500655e-04
1.044699999999999918e+01	-3.094337178041323355e+00	3.358404734576238108e-04
1.044800000000000040e+01	-2.751376370608770383e+00	2.761246989507438413e-04
1.044899999999999984e+01	-2.581136165395023774e+00	2.519656350851863080e-04
1.044999999999999929e+01	-2.389750566684996524e+00	2.177621363938931482e-04
1.045100000000000051e+01	-2.052050366242938129e+00	1.427759671267632370e-04
1.045199999999999996e+01	-1.861969255188532291e+00	1.479234968039088295e-04
1.045299999999999940e+01	-1.691673693664678124e+00	1.150689758774502228e-04
1.045400000000000063e+01	-1.904923519093449258e+00	8.640625308106317183e-05
1.045500000000000007e+01	-2.117366284368380924e+00	8.397742099719168339e-05
1.045599999999999952e+01	-1.420131196722885125e+00	5.557145571473484923e-05
1.045700000000000074e+01	-1.640431597789031803e+00	5.324249201318462552e-05
1.045800000000000018e+01	-1.574959053611046711e+00	7.051482868722045718e-05
1.045899999999999963e+01	-1.304863627898983136e+00	1.144375820615376425e-04
1.046000000000000085e+01	-9.339056075529003076e-01	1.248993919638981449e-04
1.046100000000000030e+01	-8.550409058365415760e-01	1.493832412439874630e-04
1.046199999999999974e+01	-4.666505621711228291e-01	1.249257201288307673e-04
1.046299999999999919e+01	-2.019230559652921905e-02	1.756119537589355406e-04
1.046400000000000041e+01	1.188017165417303705e-01	1.925097199629324210e-04
1.046499999999999986e+01	4.220089069738926502e-01	2.327274413722851658e-04
1.046599999999999930e+01	6.780142180645828409e-01	2.847706755826579037e-04
1.046700000000000053e+01	1.065964518173422526e+00	3.370250046879675904e-04
1.046799999999999997e+01	1.320768348614338228e+00	3.254031464186565924e-04
1.046899999999999942e+01	1.684726413811094892e+00	3.669520181245717553e-04
1.047000000000000064e+01	1.931680827057167926e+00	3.954334477766679513e-04
1.047100000000000009e+01	2.221445295137571385e+00	4.528485577456297360e-04
1.047199999999999953e+01	2.465280029032947517e+00	4.913773375070598247e-04
1.047300000000000075e+01	2.745666868813647632e+00	4.864233919657242429e-04
1.047400000000000020e+01	2.980056694837716957e+00	5.237085017523074619e-04
1.047499999999999964e+01	-2.960359493924379581e+00	5.246186405277244178e-04
1.047600000000000087e+01	-2.667023207379896288e+00	5.489146188372868171e-04
1.047700000000000031e+01	-2.395341571886154597e+00	6.060351415906082640e-04
1.047799999999999976e+01	-2.048162764809625003e+00	5.870358500883385549e-04
1.047899999999999920e+01	-1.761701693996843066e+00	6.223872418718763306e-04
1.048000000000000043e+01	-1.481457438962769046e+00	6.309801752505484005e-04
1.048099999999999987e+01	-1.178072881439554465e+00	6.208961437242698032e-04
1.048199999999999932e+01	-7.683149097624039081e-01	6.128318324156496353e-04
1.048300000000000054e+01	-4.512249346043462062e-01	6.522819026093118347e-04
1.048399999999999999e+01	-1.706361491406208353e-01	6.391603598795748704e-04
1.048499999999999943e+01	1.951006697020016278e-01	6.455297901074705984e-04
1.048600000000000065e+01	5.731845688281296258e-01	6.888455145371467176e-04
1.048700000000000010e+01	8.841554563715768866e-01	6.989278502405537555e-04
1.048799999999999955e+01	1.189890413130306523e+00	7.566102601204085110e-04
1.048900000000000077e+01	1.533483943287769158e+00	7.770669857039072537e-04
1.049000000000000021e+01	1.830859988420140416e+00	8.025962190339414135e-04
1.049099999999999966e+01	2.113005985539558207e+00	8.113094772206222525e-04
1.049200000000000088e+01	2.441069497978464842e+00	8.582583218245090802e-04
1.049300000000000033e+01	2.744164693236045949e+00	8.461313969383367668e-04
1.049399999999999977e+01	3.034622095042278644e+00	8.662120049591091799e-04
1.049499999999999922e+01	-2.926728517178577516e+00	8.783140247998286881e-04
1.049600000000000044e+01	-2.609684457708539629e+00	9.023696129198735798e-04
1.049699999999999989e+01	-2.323546205778403095e+00	8.965168662830113417e-04
1.049799999999999933e+01	-2.009154662407498293e+00	9.148908791531737807e-04
1.049900000000000055e+01	-1.716052833688016976e+00	9.464961105507885882e-04
1.050000000000000000e+01	-1.425806614640480863e+00	9.048673215238828846e-04
